"objectid","stationcode","sampleid","mmi_score","clinger_percenttaxa","clinger_percenttaxa_predicted","clinger_percenttaxa_score","coleoptera_percenttaxa","coleoptera_percenttaxa_predict","coleoptera_percenttaxa_score","taxonomic_richness","taxonomic_richness_predicted","taxonomic_richness_score","ept_percenttaxa","ept_percenttaxa_predicted","ept_percenttaxa_score","shredder_taxa","shredder_taxa_predicted","shredder_taxa_score","intolerant_percent","intolerant_percent_predicted","intolerant_percent_score","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
7837,"634WRD001","634WRD001_08182005_BMI_RWB_1",1.34923153,0.54527569,0.52890444,0.74193659,0.06357979,0.03691314,0.72433006,45.6,30.3355,1,0.59079356,0.56517917,0.79496044,4.75,3.049,0.82281048,0.52895005,0.22708424,1,"","human","SMC","2018-09-05 00:00:00","false","{CB067218-E1FA-46CD-BBE3-AC6E1D6304FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3224,"111CE0551","111CE0551_07272005_BMI_TRC_1",0.85660382,0.53670635,0.58692457,0.63442189,0.10017241,0.10412263,0.58275055,29.95,38.16563333,0.44944952,0.60103448,0.51318832,0.91111946,4,5.83673333,0.26044252,0.3133,0.36031326,0.38958377,"","machine","SWAMP","2013-12-04 00:00:00","false","{5BA613AE-A6EA-4975-96EB-B123833B6E71}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3410,"403WE0683","403WE0683_05082002_BMI_TRC_1",1.20934117,0.58142857,0.44050327,0.94304034,0.11431638,0.11426939,0.60123456,43.75,27.67226667,1,0.43440223,0.43276333,0.75020886,2,2.1425,0.52976258,0.2582,0.12514705,0.73267052,"","machine","SWAMP","2012-10-04 00:00:00","true","{315D1891-D132-49A9-91B5-5F2360C319A5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,"403R4S117","403R4S117_04282015_BMI_RWB_1",0.811622,0.3,0.32052952,0.68235697,0.25,0.12336648,1,12,24.53053333,0.33309388,0.08333333,0.30739576,0.32892492,1,1.86934762,0.41422085,0,0.09420105,0.29967515,"","machine","SWAMP","2017-08-03 00:00:00","false","{BD2F752D-3F87-414D-8EED-1BF460C47573}",NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"204SAU080","204SAU080_04142005_BMI_CSBP_Comp_1",0.36585395,0.33333333,0.45379057,0.52101468,0.1,0.11198435,0.54559886,10,35.98763333,0,0.2,0.47271386,0.23811434,1,4.33173333,0.02279314,0.01402806,0.2387165,0.05105275,"","machine","SWAMP","2012-04-11 00:00:00","false","{2D56F167-952F-4D17-969A-DFE15745EA83}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7582,"631KIR001","631KIR001_08282001_BMI_SNARL_1",1.11217565,0.4574169,0.49823263,0.64960306,0.13338523,0.0611331,0.93512792,30.9,26.9714,0.77693105,0.36290988,0.39633779,0.68475472,3.75,2.6342,0.72978546,0.11334214,0.14723351,0.41458539,"","human","SMC","2018-09-05 00:00:00","false","{8375D797-D43C-454C-9CB8-BE3CF4CB2E90}",NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"903ACPCT1","903ACPCT1_05252010_BMI_RWB_MCM_1",1.07139798,0.41666839,0.37543421,0.78208004,0.21592551,0.16233656,0.84882508,21.3,21.52076667,0.66503918,0.39209677,0.36116761,0.80488075,1.7,1.40846667,0.59875773,0.0518,0.12612247,0.33755053,"","machine","SWAMP","2012-05-03 00:00:00","true","{2EABCC38-20CB-407C-A5E2-57F6F693FA39}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"304PS0253","304PS0253_05222014_BMI_RWB_1",0.85155658,0.54765536,0.56812967,0.68244612,0.14523377,0.12581701,0.69080488,39.95,39.4717,0.68389022,0.47052233,0.49719178,0.69736978,2.05,4.46096667,0.16916078,0.12893702,0.23079956,0.28507745,"","machine","SWAMP","2016-08-04 00:00:00","false","{9D860DFC-8DFE-41FA-88D6-5C5A2E959545}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,"309PS0116","309PS0116_06162011_BMI_RWB_2",1.12980551,0.65842857,0.59015298,0.82574083,0.09739211,0.10387481,0.57103978,37.95,31.78353333,0.83727739,0.54419123,0.50026513,0.82914025,1.9,1.294,0.64874623,0.19820165,0.16350211,0.54527417,"","machine","SWAMP","2013-06-07 00:00:00","false","{B1CF404B-7336-410A-8460-E3548C1D50A7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
775,"201LAG150","201LAG150_05152017_BMI_RWB_1",0.79643639,0.35453431,0.45883574,0.5470997,0.12858202,0.07295413,0.85825359,23.35,37.6982,0.28407866,0.50543478,0.45816241,0.83538625,2,3.49896667,0.31413485,0.08466516,0.25107249,0.16209788,"","machine","SWAMP","2018-02-14 00:00:00","false","{2AEFD7B9-1059-4E6E-9B21-915C1BD7F08E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3440,"410CE0284","410CE0284_05042006_BMI_TRC_1",0.50329165,0.5,0.3326108,0.98576868,0,0.08176701,0.22290759,10,24.94876667,0.26788377,0.1,0.41433972,0.16041739,0,2.48383333,0.1575777,0.00200401,0.20000702,0.10189748,"","machine","SWAMP","2013-12-05 00:00:00","true","{A5CD538F-B19F-4AFD-AE95-D8E5AAB5372A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4450,"201LAG290","201LAG290_04182001_BMI_CSBP_Trans_1",0.87843122,0.71377174,0.45260644,1,0.14596575,0.09285145,0.84663018,25.35,37.84373333,0.33408623,0.47564511,0.44391428,0.80637711,1.65,3.90556667,0.1938636,0.08359286,0.26734069,0.12905841,"","human","SMC","2018-09-05 00:00:00","false","{C4B45661-1EC2-414D-94C9-804A06A1CC6E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6235,"518SED079","518SED079_09092008_BMI_RWB_1",1.07758804,0.47856707,0.54536951,0.60764518,0.0650442,0.11942319,0.34955613,45.35,42.12823333,0.75787058,0.57244503,0.54386406,0.80049772,6.8,5.10836667,0.82132153,0.42831802,0.300043,0.72356694,"","human","SMC","2018-09-05 00:00:00","false","{F5D63B83-B8B4-4907-A9FA-8362222D5385}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3671,"909WE0662","909WE0662_05182004_BMI_TRC_1",0.58376842,0.18181818,0.36385284,0.42159239,0.0625,0.1597797,0.15117328,16,23.01396667,0.48185368,0.25,0.35429831,0.55247123,0,0.76550952,0.43072725,0,0.16652211,0.16187919,"","machine","SWAMP","2012-03-08 00:00:00","true","{B0863714-DB1B-49AA-85B7-0B1F0F381B91}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3434,"405WE0777","405WE0777_06202001_BMI_TRC_1",1.11461251,0.46816092,0.38788775,0.845112,0.06098485,0.05590668,0.6244999,32.8,24.3692,0.89833743,0.57466856,0.50280426,0.88128844,3,2.79246667,0.58540485,0.20443548,0.26417955,0.3653273,"","machine","SWAMP","2012-10-04 00:00:00","true","{1CE2B383-7507-444A-842C-40CF2F0DA8A9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8902,"911TCCTCx","911TCCTCx_04222009_BMI_RWB_1",1.00383858,0.1078569,0.28993443,0.42152317,0.17798504,0.14142945,0.77005885,25.8,26.32193333,0.65691792,0.27171368,0.38133254,0.54254012,4,1.35087619,0.97352689,0.08330118,0.11540258,0.41799589,"","human","SMC","2018-09-05 00:00:00","true","{50DB705F-9ABB-4F27-B29A-0269C89FC3B6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9359,"SMC04682","SMC04682_07252011_BMI_RWB_1",1.20321204,0.38605382,0.3715508,0.73892016,0.09999885,0.12771169,0.47286666,38.05,22.1899,1,0.38689442,0.41175966,0.70073742,3,0.84233333,0.89540349,0.243,0.11350366,0.72589397,"","human","SMC","2018-09-05 00:00:00","false","{4A0C5AB7-C8A7-43AB-806F-8E8E65ED03CD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8732,"907SDSDR8","907SDSDR8_05161999_BMI_CSBP_Trans_1",0.5065851,0.25833333,0.38850528,0.50532941,0,0.10668644,0.10767433,8.8,25.22136667,0.22817362,0.21694444,0.40113773,0.40334285,0,0.6083,0.45571771,0,0.14198811,0.20862471,"","human","SMC","2018-09-05 00:00:00","true","{536D043E-579B-41B6-AC0D-1D4EC463B424}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9294,"SMC02680","SMC02680_06032014_BMI_RWB_MCM_1",0.33839786,0,0.29587166,0.23779228,0,0.07666598,0.24649591,5.75,25.8144,0.12993555,0,0.32482826,0.14083994,0,1.99516667,0.23525751,0,0.10201059,0.28479536,"","human","SMC","2018-09-05 00:00:00","false","{6BFE34C2-14E2-4810-A1C1-BEE419DF059F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8539,"904CBESC6","904CBESC6_11131999_BMI_CSBP_Trans_1",0.68854564,0.31458514,0.32853139,0.69298625,0,0.08618463,0.20247947,15.75,26.36386667,0.38477873,0.29590462,0.40653589,0.54065041,0.8,0.6909,0.56975762,0,0.14449122,0.20385545,"","human","SMC","2018-09-05 00:00:00","true","{405C6E6A-6BE2-4640-B144-A7C9F8FDA4D9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3966,"SMC00236","SMC00236_06252008_BMI_RWB_MCM_1",0.29913512,0,0.38960213,0.086456,0,0.09778254,0.148848,4.85,24.8949,0.13046138,0,0.35044816,0.09301899,0,1.13216667,0.3724424,0,0.09615938,0.29594388,"2016-09-12 15:04:11.703","human","SMC","2018-09-05 00:00:00","false","{5F57449C-E14C-4FE6-94C8-957EA6EF1A30}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7771,"634HEV001","634HEV001_07022002_BMI_SNARL_1",0.95074747,0.43091248,0.55848726,0.50952277,0,0.03969693,0.41744943,28.65,30.55323333,0.61966977,0.52998534,0.56134357,0.6886179,4.35,5.61876667,0.35072808,0.61167256,0.34013917,0.99652235,"","human","SMC","2018-09-05 00:00:00","false","{2F0A0D2E-4C8A-44C2-8D03-12C0D6942FFC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4767,"206PET310","206PET310_04032003_BMI_CSBP_Trans_1",0.39141861,0.50833333,0.49512562,0.73682878,0,0.08832008,0.19260463,7,37.1447,0,0.25,0.45332219,0.36763772,0,2.9704,0.0802317,0.00808343,0.20834135,0.09760112,"","human","SMC","2018-09-05 00:00:00","false","{FD00C635-5862-4236-9BD2-529852B432E2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,"801STW085","801STW085_06192012_BMI_RWB_1",0.6516324,0.09737374,0.40494516,0.21890198,0.12071078,0.09271616,0.73047092,16.15,25.00166667,0.43229824,0.2322549,0.38135462,0.46884693,0,1.05113333,0.38532369,0,0.13624177,0.21957344,"","machine","SWAMP","2014-10-14 00:00:00","true","{06A2D79D-3CFC-46C8-9969-AC46F86CEAD7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,"405CE0280","405CE0280_05312006_BMI_RWB_1",1.06860488,0.48,0.53529279,0.62622854,0.07142857,0.07990648,0.56181343,28,22.24063333,0.82629953,0.57142857,0.49702373,0.8860305,2,1.64006667,0.60963078,0.15257732,0.1329241,0.51660586,"","machine","SWAMP","2013-12-05 00:00:00","true","{53B2B994-E1F6-4F0A-9CA3-A5C3446792F9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8329,"902RCWGRx","902RCWGRx_05242000_BMI_CSBP_Trans_1",0.49619926,0.12095238,0.25392252,0.50081146,0,0.15234214,0,16.8,26.58733333,0.40706704,0.1448603,0.39759421,0.27540801,1.35,1.6258,0.50857284,0.00147019,0.15960049,0.17786841,"","human","SMC","2018-09-05 00:00:00","true","{1C0582D7-77DB-4DDD-A0A7-BCF2D3045A98}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,"309CAW116","309CAW116_05082003_BMI_RWB_1",0.65994818,0.178125,0.49000527,0.21194495,0.07450142,0.10027959,0.48181304,26.85,33.23753333,0.49874608,0.2980057,0.44637224,0.47021545,2,1.61256667,0.61400226,0.031,0.17225156,0.21002809,"","machine","SWAMP","2012-10-04 00:00:00","false","{67B82DBA-33CB-45CF-8777-1F5ACCEF1ECC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
920,"205SAR080","205SAR080_05142009_BMI_RWB_1",0.96771667,0.49718254,0.53292106,0.65780067,0.08717487,0.09909026,0.54591773,43,38.14036667,0.80203731,0.51415678,0.4931105,0.78643381,2.75,3.53753333,0.42722628,0.1672,0.19455671,0.42703612,"","machine","SWAMP","2012-03-07 00:00:00","false","{0B453A9D-7E42-41E5-96F4-B4C06F4164A7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"801S02947","801S02947_06162014_BMI_RWB_MCM_1",0.41745156,0,0.31573825,0.20571588,0.03872636,0.14570716,0.10631312,20.5,27.10276667,0.4929421,0.04622636,0.38139172,0.12154518,0,0.99003333,0.39503631,0,0.11951368,0.25144607,"","machine","SWAMP","2016-05-05 00:00:00","true","{F134F685-65D3-4C2D-A287-028F12116578}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,"403BA0047","403BA0047_05152008_BMI_RWB_1",0.19192223,0,0.47543764,0,0,0.0840725,0.21224644,3.9,28.58346667,0.00537774,0,0.41778621,0,0,1.58006667,0.30124297,0,0.14425017,0.20431474,"","machine","SWAMP","2011-07-07 00:00:00","true","{7B2F2F77-6F25-4F4A-8FE4-BC72C260831E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8236,"901ACPPDx","901ACPPDx_05171999_BMI_CSBP_Trans_1",0.59498508,0.2356746,0.31457182,0.58811707,0.08405594,0.14769762,0.30672332,11.3,27.40043333,0.23682791,0.26716783,0.37558514,0.54478289,0,1.3458,0.33848265,0,0.13232897,0.22702864,"","human","SMC","2018-09-05 00:00:00","true","{9E08A603-CDF4-4D9D-A37D-5CC2FAED0641}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8578,"905BCN1xx","905BCN1xx_05232001_BMI_CSBP_Trans_1",0.96242489,0.46035002,0.27591317,1,0.07249613,0.12700901,0.34893703,26.25,23.79736667,0.73713012,0.38522293,0.39354217,0.73162145,1,2.0293,0.38879437,0.09839699,0.12943134,0.42002899,"","human","SMC","2018-09-05 00:00:00","true","{08AE04E4-3916-4F77-9F32-192B7868B2B2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8357,"902SCSCRx","902SCSCRx_05212001_BMI_CSBP_Trans_1",0.98671983,0.46396442,0.28100025,1,0.11940876,0.15443619,0.43904228,31.9,26.8439,0.80733523,0.34719177,0.39416111,0.6594789,1.7,1.7091,0.55096821,0.05828357,0.17266063,0.26123307,"","human","SMC","2018-09-05 00:00:00","true","{09259D5A-33DD-4008-9024-F5380851C2D7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
364,"105PS0154","105PS0154_08092011_BMI_RWB_2",0.98735861,0.62536405,0.61618155,0.73032972,0.10304438,0.11194545,0.55985667,36.85,36.50233333,0.68036756,0.5563833,0.61230542,0.64276806,2.9,3.22416667,0.50088434,0.5189,0.45219342,0.60625835,"","machine","SWAMP","2013-06-07 00:00:00","false","{0F8A61B0-2491-4AA0-9AD1-936506EC9BB0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8667,"907CCCR02","907CCCR02_05212001_BMI_CSBP_Trans_1",1.30003709,0.5041165,0.31289741,1,0.13012365,0.07604263,0.8511005,40.35,20.8819,1,0.30370265,0.33314231,0.69219902,0.65,0.86846667,0.5176867,0.2627856,0.07461833,0.83768185,"","human","SMC","2018-09-05 00:00:00","true","{B808CC7A-2476-4407-8697-60574F7A7FAD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8233,"901ACPPDx","901ACPPDx_05141998_BMI_CSBP_Trans_1",0.64997975,0.45071429,0.31457182,0.93531801,0,0.14769762,0,9.05,27.40043333,0.17615439,0.38900794,0.37558514,0.77220415,0,1.3458,0.33848265,0,0.13232897,0.22702864,"","human","SMC","2018-09-05 00:00:00","true","{028A7F60-7E8C-4F7F-9784-A51D380951E2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3030,"907SDSVC3","907SDSVC3_04172008_BMI_RWB_1",0.74562626,0.3225,0.2653841,0.8077225,0.08611111,0.07944756,0.63183109,9.7,22.57796667,0.32372499,0.18958333,0.39524302,0.36327464,0,1.03996667,0.38709877,0,0.09616071,0.29594135,"","machine","SWAMP","2012-03-08 00:00:00","true","{83A54593-C594-482C-985F-4DE4F7E29A77}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4720,"205SED075","205SED075_05072007_BMI_RWB_1",0.68568901,0.43757776,0.54017002,0.5498593,0.0302538,0.09881868,0.28395729,33.1,38.2664,0.53167518,0.46695501,0.49662466,0.69176973,1.65,3.8357,0.2049698,0.1054,0.18813987,0.32151255,"","human","SMC","2018-09-05 00:00:00","false","{466AD522-4925-4439-B0FD-5095CB48E874}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3454,"412LAR020","412LAR020_04262005_BMI_TRC_1",0.39997364,0.33333333,0.37763895,0.64396832,0,0.09978734,0.13957735,4,27.76106667,0.03025119,0,0.31976018,0.1502998,0,2.08006667,0.22176157,0,0.08286092,0.32128192,"","machine","SWAMP","2012-03-08 00:00:00","true","{295106FD-7F6F-4D70-BB73-67B75C802B21}",NA,NA,NA,NA,NA,NA,NA,NA,NA
990,"207WAL420","207WAL420_05202008_BMI_RWB_1",0.55285685,0.1981265,0.45108774,0.30707504,0.13814759,0.08790088,0.83336977,24.9,37.35946667,0.33501026,0.34380379,0.47948989,0.4938842,0.85,4.34536667,0,0.0528,0.24451413,0.11387992,"","machine","SWAMP","2011-07-07 00:00:00","false","{F4C61930-DB79-4A03-8B28-7355726E65CD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9566,"412M08616","412M08616_06022016_BMI_RWB_1",0.63470148,0.475,0.30305003,0.99313246,0,0.07422039,0.25780492,7.65,24.91793333,0.2053451,0.13154762,0.32692107,0.38247447,0,1.9953,0.23523632,0,0.08478045,0.31762456,"2018-01-11 14:31:20.937","human","SMC","2018-09-05 00:00:00","true","{8F2C4F78-BE20-4D93-99EC-B48657C88F3A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9406,"SMC06216","SMC06216_06032014_BMI_RWB_1",0.83769293,0.41614035,0.39881308,0.74348018,0.03859272,0.101243,0.31130778,25.95,25.11623333,0.69347574,0.40840282,0.35626286,0.84447187,0,1.5144,0.31168152,0.0194,0.13857439,0.25209254,"","human","SMC","2018-09-05 00:00:00","false","{94E48723-02B8-4E83-BAC2-A2CBD9669EAD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
923,"205SFC880","205SFC880_06192012_BMI_RWB_1",0.95047028,0.2557037,0.44535612,0.40929282,0.07576098,0.10689501,0.45704627,37.65,37.27773333,0.68103093,0.40786793,0.46185243,0.64638472,5.7,3.1607,0.95606899,0.18964555,0.21458486,0.43164208,"","machine","SWAMP","2014-08-08 00:00:00","false","{E9CEFF3C-3251-411A-BA86-049C4CCFF5DB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3652,"905WE1018","905WE1018_04252002_BMI_TRC_1",0.70175359,0.45454545,0.39130344,0.81761367,0.05882353,0.16943115,0.08954188,17,21.27956667,0.55558954,0.35294118,0.45438533,0.55779867,0,1.66536667,0.28768344,0.04268293,0.11779315,0.3360496,"","machine","SWAMP","2012-10-04 00:00:00","true","{9B791606-528E-4F5C-857D-C99D9463A41A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"113GAR010","113GAR010_06082009_BMI_RWB_1",0.91236017,0.55114257,0.58315718,0.66381327,0.11032055,0.12820248,0.51832707,36.3,36.34066667,0.66989576,0.61174805,0.5168128,0.92435163,5.55,6.22923333,0.44444195,0.263,0.40057486,0.21703345,"","machine","SWAMP","2012-07-12 00:00:00","false","{D40280B7-D852-443A-89F6-0BB56A330CDB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"105WE0592","105WE0592_07132015_BMI_RWB_1",1.04204505,0.51612903,0.63621813,0.52160908,0.08108108,0.11828798,0.42896392,37,34.42423333,0.74045053,0.59459459,0.55483359,0.82136587,6,5.893,0.56942379,0.45714286,0.26528409,0.84471538,"","machine","SWAMP","2017-08-03 00:00:00","false","{1E953CBB-7A56-4C14-94B5-F420FD50A7B2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"508PS0042","508PS0042_07022008_BMI_RWB_1",0.74508374,0.4557684,0.62559406,0.4413049,0.12908587,0.14990796,0.50473107,27.45,35.824,0.445179,0.46300064,0.47337353,0.72778819,1,2.5144,0.31168152,0.0695,0.12318894,0.37686437,"","machine","SWAMP","2011-07-07 00:00:00","false","{BB42A11D-6C19-42B4-A012-ADEA1BDCF775}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9228,"SMC01694","SMC01694_06282010_BMI_RWB_1",0.42529386,0,0.33326126,0.17742341,0,0.13121922,0,8.65,25.75096667,0.20984752,0.23194444,0.32211356,0.57884415,0,1.30806667,0.34448085,0,0.0982538,0.29195331,"","human","SMC","2018-09-05 00:00:00","false","{241035BE-E9FF-4383-B8B6-8F9843CB7FAB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6206,"518MCGRRx","518MCGRRx_10102002_BMI_CSBP_Trans_1",1.00872027,0.58910133,0.53381766,0.8047642,0.09553307,0.11371232,0.51695218,41.8,40.40636667,0.70857311,0.55745106,0.51680024,0.82302674,7.05,7.08656667,0.54660204,0.29247373,0.33347468,0.40103924,"","human","SMC","2018-09-05 00:00:00","false","{8B4164A8-4FC4-4A08-A0D0-BF024AC79B13}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,"310SRU","310SRU_05022016_BMI_RWB_1",0.8907248,0.34019386,0.53309339,0.40405008,0.15425427,0.08023261,0.94331065,32.45,32.90193333,0.65880554,0.36703483,0.49355841,0.51098654,2,1.66433333,0.60577329,0.04279718,0.17177545,0.23341285,"","machine","SWAMP","2016-11-10 00:00:00","false","{CAF43B84-AE97-4E79-B2B7-BB7EC80B42F4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4542,"202PES200","202PES200_04092002_BMI_CSBP_Trans_1",1.05776742,0.51966524,0.57812034,0.62112271,0.11490138,0.12079123,0.57378119,43.6,38.5502,0.80716534,0.5245253,0.50574323,0.78220753,6.2,5.03633333,0.73739448,0.2764,0.28430364,0.46410078,"","human","SMC","2018-09-05 00:00:00","false","{CC776D3E-E4CF-43EC-AE75-F1FFF8C87455}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2455,"634CLD001","634CLD001_09092014_BMI_RWB_1",1.21698917,0.46460594,0.59981161,0.49720201,0.04172492,0.03739444,0.62104241,43,32.36246667,0.95784422,0.58948731,0.57826802,0.76809118,9.65,4.14886667,1,0.4025,0.26478385,0.74155547,"","machine","SWAMP","2016-08-04 00:00:00","false","{DB78E35E-F5FF-4D95-B5D5-65EC35F8C181}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,"404S33670","404S33670_06192012_BMI_RWB_1",0.56932242,0.225,0.31005046,0.5781821,0.11845238,0.09647649,0.7026389,7.05,25.68266667,0.16854368,0,0.33310245,0.12539571,0,1.80643333,0.26525909,0,0.0912785,0.30524359,"","machine","SWAMP","2014-08-09 00:00:00","true","{2B535CC5-4F3B-4BF6-AF7D-A082FEFD7C82}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8324,"902RCWGRx","902RCWGRx_05231998_BMI_CSBP_Trans_1",0.45339702,0.2875,0.25392252,0.7697176,0,0.15234214,0,5.15,26.58733333,0.09291301,0.19916667,0.39759421,0.37677383,0,1.6258,0.29397307,0,0.15960049,0.1750672,"","human","SMC","2018-09-05 00:00:00","true","{5C0C16E2-C309-49A2-AFE1-2868D50031F2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2360,"603PS0720","603PS0720_08192010_BMI_RWB_1",0.74726123,0.56515568,0.55753974,0.72780036,0.05301428,0.12095486,0.2868442,18.9,26.5415,0.46493161,0.49472824,0.49082129,0.75444231,0,1.58641111,0.30023444,0.01833487,0.12207439,0.28150115,"","machine","SWAMP","2012-03-08 00:00:00","false","{6A7B3AD2-8D9A-470C-A0C9-CEF2C5F43550}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2344,"603PS0073","603PS0073_07152015_BMI_RWB_1",0.81582668,0.5766869,0.53911857,0.77616119,0.02511944,0.00672248,0.68608911,31.65,35.17506667,0.57593539,0.47846011,0.57140719,0.57365891,2,3.74940476,0.27432451,0.17977833,0.33261932,0.18794633,"","machine","SWAMP","2017-08-03 00:00:00","false","{9DC25B81-A0AE-4B7E-915F-F08F0DF8923E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,"631PS0001","631PS0001_07312008_BMI_RWB_1",0.83802588,0.625,0.54184293,0.84976832,0,0.06485579,0.30110899,19,33.79296667,0.27208508,0.63157895,0.56901107,0.86393615,1,5.1042,0,0.57,0.36441646,0.87086569,"","machine","SWAMP","2011-07-07 00:00:00","false","{013235A8-5E87-47C4-9BDB-DB70A8AA8CCE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5290,"314SYL","314SYL_04042002_BMI_CSBP_Trans_1",0.7397628,0.32067755,0.5437708,0.35529958,0.11638244,0.08640371,0.73964592,30.85,30.8424,0.67119732,0.24028248,0.43255869,0.38825563,1,1.54796667,0.46530846,0.0011012,0.16451987,0.16779229,"","human","SMC","2018-09-05 00:00:00","false","{BD74FE16-82C4-4DB9-83E5-BBAF3DE4FA86}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3597,"719WE0864","719WE0864_05082001_BMI_TRC_1",1.01822716,0.57285714,0.51914954,0.80221951,0.14871795,0.13611534,0.65929468,26.9,28.77143333,0.62052729,0.37179487,0.32259569,0.83898274,1,0.7377873,0.59409684,0.0159,0.09856282,0.32165936,"","machine","SWAMP","2012-10-04 00:00:00","false","{16206751-85A2-4EB8-B5F2-34C0FBF060A9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3291,"114WE0614","114WE0614_08202003_BMI_TRC_1",1.06183641,0.4516129,0.51067357,0.62014497,0.13157895,0.11372714,0.68356818,38,38.24236667,0.66445672,0.44736842,0.44085648,0.75930466,4,2.8163,0.74057903,0.22177419,0.19348997,0.53305082,"","machine","SWAMP","2012-10-04 00:00:00","false","{348F30E8-F043-4931-A8B5-392446436956}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7847,"635BRC001","635BRC001_09082005_BMI_RWB_1",1.03245358,0.58740896,0.6183863,0.66548803,0.04832442,0.10066115,0.35900003,41.4,34.9348,0.84533304,0.56153648,0.52640673,0.81272136,4.8,3.2646,0.79648625,0.20266032,0.23824542,0.41135827,"","human","SMC","2018-09-05 00:00:00","false","{D5B5B8D9-E05C-4E44-9DC8-F91286D88527}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10390,"SMC00271","SMC00271_06222016_BMI_RWB_1",0.94017928,0.43579958,0.44621311,0.69869016,0.06536826,0.08865339,0.4933414,27.4,25.77643333,0.7147735,0.4653053,0.46166378,0.75394685,2.7,2.47566667,0.58807543,0.05077575,0.14802832,0.29386099,"2018-01-11 14:31:21.013","human","SMC","2018-09-05 00:00:00","false","{F3F5D6A2-4AFA-481F-A0A7-6D7FF2AEA65B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
