Region,EventCode,ProtocolCode,ProjectCode,ProjectName,AgencyCode,StationCode,StationName,SampleDate,CollectionTime,CollectionMethodCode,LocationCode,SampleTypeCode,CollectionDeviceDescr,CollectionDepth,UnitCollectionDepth,SieveSize,Replicate,LabSampleID,Metric,Result
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SYRASV,Santa Ynez River at Solvang,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21002,Percent Intolerant Taxa EPA Sed GAM,50
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,402MJCMHS,Matilija Creek nr. Res. nr. Matilija Hot Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20995,Percent Intolerant Taxa EPA Sed GAM,50
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCAFF,Piru Creek above Frenchmans Flat,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20997,Percent Intolerant Taxa EPA Sed GAM,53.6
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCSFD,Piru Creek below Santa Felicia Dam,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20998,Percent Intolerant Taxa EPA Sed GAM,17.6
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403SPCNWS,Sespe Creek nr. Wheeler Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21003,Percent Intolerant Taxa EPA Sed GAM,50
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,412ARSNPD,Arroyo Seco nr. Pasadena,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20987,Percent Intolerant Taxa EPA Sed GAM,52.2
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,513KSCAKV,Kelsey Creek nr. Kelseyville,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20993,Percent Intolerant Taxa EPA Sed GAM,67.7
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,523EDCNPK,Elder Creek near Paskenta,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20992,Percent Intolerant Taxa EPA Sed GAM,53.6
6,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,626BRCNVY,Big Rock Creek nr. Valyermo,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20988,Percent Intolerant Taxa EPA Sed GAM,55
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719ADCNPS,Andreas Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20986,Percent Intolerant Taxa EPA Sed GAM,45.5
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719TQCNPS,Tahquitz Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21004,Percent Intolerant Taxa EPA Sed GAM,35
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801CTCNHL,City Creek near Highland,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20989,Percent Intolerant Taxa EPA Sed GAM,54.8
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801PNCEHL,Plunge Creek nr. East Highlands,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20999,Percent Intolerant Taxa EPA Sed GAM,53.3
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801WCCAHS,Waterman Cyn. Creek nr. Arrowhead Spgs.,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21005,Percent Intolerant Taxa EPA Sed GAM,52
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,901ATCDOS,Arroyo Trabuco above Del Obispo st.,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21238,Percent Intolerant Taxa EPA Sed GAM,26.7
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,902RCBWGR,Rainbow Creek below Willow Glen Road,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21239,Percent Intolerant Taxa EPA Sed GAM,29.4
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,907LCCHW8,Los Coches Creek above Hwy 8 Business,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21240,Percent Intolerant Taxa EPA Sed GAM,31.6
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204AMCADD,Alameda Creek above Div. Dam nr. Sunol,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20985,Percent Intolerant Taxa EPA Sed GLM,57.1
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204CLCACR,Cull Creek above Cull C. Res. nr. Castro Valley,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20991,Percent Intolerant Taxa EPA Sed GLM,50
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,205CYCNGR,Coyote Creek nr. Gilroy,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20990,Percent Intolerant Taxa EPA Sed GLM,25
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309NNRBSC,Nacimiento River below Sapaque Cr. Nr. Bryson,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20996,Percent Intolerant Taxa EPA Sed GLM,27.3
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309SARNLW,San Antonio River nr. Lockwood,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21000,Percent Intolerant Taxa EPA Sed GLM,26.1
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,310LPCNAG,Lopez Creek nr. Arroyo Grande,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20994,Percent Intolerant Taxa EPA Sed GLM,36
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SCCNSY,Santa Cruz Creek nr. Santa Ynez,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21001,Percent Intolerant Taxa EPA Sed GLM,35
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SYRASV,Santa Ynez River at Solvang,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21002,Percent Intolerant Taxa EPA Sed GLM,25
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,402MJCMHS,Matilija Creek nr. Res. nr. Matilija Hot Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20995,Percent Intolerant Taxa EPA Sed GLM,36.7
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCAFF,Piru Creek above Frenchmans Flat,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20997,Percent Intolerant Taxa EPA Sed GLM,46.4
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCSFD,Piru Creek below Santa Felicia Dam,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20998,Percent Intolerant Taxa EPA Sed GLM,11.8
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403SPCNWS,Sespe Creek nr. Wheeler Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21003,Percent Intolerant Taxa EPA Sed GLM,41.2
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,412ARSNPD,Arroyo Seco nr. Pasadena,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20987,Percent Intolerant Taxa EPA Sed GLM,39.1
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,513KSCAKV,Kelsey Creek nr. Kelseyville,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20993,Percent Intolerant Taxa EPA Sed GLM,54.8
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,523EDCNPK,Elder Creek near Paskenta,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20992,Percent Intolerant Taxa EPA Sed GLM,42.9
6,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,626BRCNVY,Big Rock Creek nr. Valyermo,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20988,Percent Intolerant Taxa EPA Sed GLM,40
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719ADCNPS,Andreas Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20986,Percent Intolerant Taxa EPA Sed GLM,36.4
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719TQCNPS,Tahquitz Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21004,Percent Intolerant Taxa EPA Sed GLM,30
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801CTCNHL,City Creek near Highland,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20989,Percent Intolerant Taxa EPA Sed GLM,35.5
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801PNCEHL,Plunge Creek nr. East Highlands,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20999,Percent Intolerant Taxa EPA Sed GLM,40
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801WCCAHS,Waterman Cyn. Creek nr. Arrowhead Spgs.,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21005,Percent Intolerant Taxa EPA Sed GLM,44
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,901ATCDOS,Arroyo Trabuco above Del Obispo st.,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21238,Percent Intolerant Taxa EPA Sed GLM,20
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,902RCBWGR,Rainbow Creek below Willow Glen Road,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21239,Percent Intolerant Taxa EPA Sed GLM,23.5
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,907LCCHW8,Los Coches Creek above Hwy 8 Business,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21240,Percent Intolerant Taxa EPA Sed GLM,26.3
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204AMCADD,Alameda Creek above Div. Dam nr. Sunol,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20985,Percent Intolerant Taxa EPA Temp GAM,44.4
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204CLCACR,Cull Creek above Cull C. Res. nr. Castro Valley,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20991,Percent Intolerant Taxa EPA Temp GAM,45
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,205CYCNGR,Coyote Creek nr. Gilroy,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20990,Percent Intolerant Taxa EPA Temp GAM,27.6
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309NNRBSC,Nacimiento River below Sapaque Cr. Nr. Bryson,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20996,Percent Intolerant Taxa EPA Temp GAM,25
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309SARNLW,San Antonio River nr. Lockwood,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21000,Percent Intolerant Taxa EPA Temp GAM,28
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,310LPCNAG,Lopez Creek nr. Arroyo Grande,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20994,Percent Intolerant Taxa EPA Temp GAM,30.8
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SCCNSY,Santa Cruz Creek nr. Santa Ynez,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21001,Percent Intolerant Taxa EPA Temp GAM,31.8
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SYRASV,Santa Ynez River at Solvang,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21002,Percent Intolerant Taxa EPA Temp GAM,23.1
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,402MJCMHS,Matilija Creek nr. Res. nr. Matilija Hot Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20995,Percent Intolerant Taxa EPA Temp GAM,33.3
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCAFF,Piru Creek above Frenchmans Flat,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20997,Percent Intolerant Taxa EPA Temp GAM,23.3
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCSFD,Piru Creek below Santa Felicia Dam,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20998,Percent Intolerant Taxa EPA Temp GAM,11.1
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403SPCNWS,Sespe Creek nr. Wheeler Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21003,Percent Intolerant Taxa EPA Temp GAM,36.4
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,412ARSNPD,Arroyo Seco nr. Pasadena,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20987,Percent Intolerant Taxa EPA Temp GAM,28
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,513KSCAKV,Kelsey Creek nr. Kelseyville,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20993,Percent Intolerant Taxa EPA Temp GAM,43.3
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,523EDCNPK,Elder Creek near Paskenta,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20992,Percent Intolerant Taxa EPA Temp GAM,34.5
6,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,626BRCNVY,Big Rock Creek nr. Valyermo,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20988,Percent Intolerant Taxa EPA Temp GAM,40
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719ADCNPS,Andreas Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20986,Percent Intolerant Taxa EPA Temp GAM,36.4
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719TQCNPS,Tahquitz Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21004,Percent Intolerant Taxa EPA Temp GAM,31.6
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801CTCNHL,City Creek near Highland,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20989,Percent Intolerant Taxa EPA Temp GAM,27.3
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801PNCEHL,Plunge Creek nr. East Highlands,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20999,Percent Intolerant Taxa EPA Temp GAM,34.4
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801WCCAHS,Waterman Cyn. Creek nr. Arrowhead Spgs.,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21005,Percent Intolerant Taxa EPA Temp GAM,40.7
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,901ATCDOS,Arroyo Trabuco above Del Obispo st.,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21238,Percent Intolerant Taxa EPA Temp GAM,31.3
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,902RCBWGR,Rainbow Creek below Willow Glen Road,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21239,Percent Intolerant Taxa EPA Temp GAM,25
9,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,WestonSolu,907LCCHW8,Los Coches Creek above Hwy 8 Business,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21240,Percent Intolerant Taxa EPA Temp GAM,33.3
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204AMCADD,Alameda Creek above Div. Dam nr. Sunol,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20985,Percent Intolerant Taxa EPA Temp GLM,16.7
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,204CLCACR,Cull Creek above Cull C. Res. nr. Castro Valley,4/25/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20991,Percent Intolerant Taxa EPA Temp GLM,15
2,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,205CYCNGR,Coyote Creek nr. Gilroy,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20990,Percent Intolerant Taxa EPA Temp GLM,17.2
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309NNRBSC,Nacimiento River below Sapaque Cr. Nr. Bryson,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20996,Percent Intolerant Taxa EPA Temp GLM,16.7
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,309SARNLW,San Antonio River nr. Lockwood,4/24/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21000,Percent Intolerant Taxa EPA Temp GLM,12
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,310LPCNAG,Lopez Creek nr. Arroyo Grande,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20994,Percent Intolerant Taxa EPA Temp GLM,3.8
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SCCNSY,Santa Cruz Creek nr. Santa Ynez,4/23/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21001,Percent Intolerant Taxa EPA Temp GLM,18.2
3,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,314SYRASV,Santa Ynez River at Solvang,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21002,Percent Intolerant Taxa EPA Temp GLM,7.7
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,402MJCMHS,Matilija Creek nr. Res. nr. Matilija Hot Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20995,Percent Intolerant Taxa EPA Temp GLM,13.3
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCAFF,Piru Creek above Frenchmans Flat,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20997,Percent Intolerant Taxa EPA Temp GLM,3.3
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403PRCSFD,Piru Creek below Santa Felicia Dam,4/21/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20998,Percent Intolerant Taxa EPA Temp GLM,11.1
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,403SPCNWS,Sespe Creek nr. Wheeler Springs,4/22/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21003,Percent Intolerant Taxa EPA Temp GLM,15.2
4,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,412ARSNPD,Arroyo Seco nr. Pasadena,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20987,Percent Intolerant Taxa EPA Temp GLM,12
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,513KSCAKV,Kelsey Creek nr. Kelseyville,4/29/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20993,Percent Intolerant Taxa EPA Temp GLM,13.3
5,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,523EDCNPK,Elder Creek near Paskenta,4/30/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20992,Percent Intolerant Taxa EPA Temp GLM,17.2
6,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,626BRCNVY,Big Rock Creek nr. Valyermo,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20988,Percent Intolerant Taxa EPA Temp GLM,20
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719ADCNPS,Andreas Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20986,Percent Intolerant Taxa EPA Temp GLM,13.6
7,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,719TQCNPS,Tahquitz Creek nr. Palm Springs,4/19/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21004,Percent Intolerant Taxa EPA Temp GLM,5.3
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801CTCNHL,City Creek near Highland,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20989,Percent Intolerant Taxa EPA Temp GLM,6.1
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801PNCEHL,Plunge Creek nr. East Highlands,4/20/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,20999,Percent Intolerant Taxa EPA Temp GLM,15.6
8,BA,SWAMP_2007_WS,USGS_Xeric_Flow_Study,USGS_Xeric_Flow_Study,Not Recorded,801WCCAHS,Waterman Cyn. Creek nr. Arrowhead Spgs.,4/18/2014,0:00,BMI_RWB,X,Integrated,D-Frame Kick Net,-88,m,0.5mm,1,21005,Percent Intolerant Taxa EPA Temp GLM,18.5
