list_id,comid,gage_id,ID,NHDV1_COMID,NHDV2_COMID,STATION_NAME,LATITUDE,LONGITUDE,FLOW_YRS_POST_1950,FLOW_YRS_PRE_1975,FINAL_REFERENCE,REF_BEGIN_YEAR,REF_END_YEAR,CEFF_type,geometry,date_begin,date_end,ward
11073300,22557914,11073300,T11073300,22557914,22557914,SAN ANTONIO C A RIVERSIDE DR NR CHINO CA,34.01862319,-117.7306118,15,0,N,NA,NA,ALT,"c(-117.7306118, 34.01862319)",1998-12-19,2019-12-26,3
11073360,22556372,11073360,T11073360,22556372,22556372,CHINO C A SCHAEFER AVENUE NR CHINO CA,34.00390144,-117.7270006,45,5,N,NA,NA,ALT,"c(-117.7270006, 34.00390144)",1969-10-01,2019-12-26,3
11073495,22563070,11073495,T11073495,22563070,22563070,CUCAMONGA C NR MIRA LOMA CA,33.9827912,-117.5994966,43,6,N,NA,NA,ALT,"c(-117.5994966, 33.9827912)",1968-02-01,2019-12-26,9
11075720,22527369,11075720,T11075720,22527369,22527369,CARBON C BL CARBON CYN DAM CA,33.91334748,-117.8425584,53,13,N,NA,NA,ALT,"c(-117.8425584, 33.91334748)",1961-10-01,2019-12-26,10
11075800,22561346,11075800,T11075800,22561346,22561346,SANTIAGO C A MODJESKA CA,33.71279725,-117.6450497,53,13,N,NA,NA,ALT,"c(-117.6450497, 33.71279725)",1961-10-01,2019-12-26,4
11077500,22563210,11077500,T11077500,22563210,22563210,SANTIAGO C A SANTA ANA CA,33.7702946,-117.8845014,62,24,N,NA,NA,ALT,"c(-117.8845014, 33.7702946)",1928-10-01,2019-12-26,10
11078000,22563212,11078000,T11078000,22563212,22563212,SANTA ANA R A SANTA ANA CA,33.75112815,-117.9083906,63,24,N,NA,NA,ALT,"c(-117.9083906, 33.75112815)",1923-02-01,2019-12-26,10
11085000,22524845,11085000,T11085000,22524845,22524845,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,34.11223019,-117.9695092,58,19,N,NA,NA,ALT,"c(-117.9695092, 34.11223019)",1942-10-01,2019-12-26,2
11086300,22524711,11086300,T11086300,22524711,22524711,SAN DIMAS C BL SAN DIMAS DAM CA,34.15278536,-117.7725581,22,18,N,NA,NA,ALT,"c(-117.7725581, 34.15278536)",1956-10-01,1978-09-29,2
11087020,22521721,11087020,T11087020,22521721,22521721,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,34.03417767,-118.0381225,52,13,N,NA,NA,ALT,"c(-118.0381225, 34.03417767)",1955-10-01,2019-12-26,3
11087500,22521027,11087500,T11087500,22521027,22521027,SAN GABRIEL R A PICO CA,34.01306761,-118.0642344,28,24,N,NA,NA,ALT,"c(-118.0642344, 34.01306761)",1928-10-01,1978-09-29,3
11088000,22525157,11088000,T11088000,22525157,22525157,SAN GABRIEL R A SPRING ST NR LOS ALAMITOS CA,33.81196059,-118.0908983,26,23,N,NA,NA,ALT,"c(-118.0908983, 33.81196059)",1936-10-01,1979-09-29,3
11088500,22527375,11088500,T11088500,22527375,22527375,BREA C BL BREA DAM NR FULLERTON CA,33.88779206,-117.9264496,64,24,N,NA,NA,ALT,"c(-117.9264496, 33.88779206)",1942-01-01,2019-12-26,10
11089000,22525745,11089000,T11089000,22525745,22525745,BREA C A FULLERTON CA,33.87362567,-117.9258937,19,19,N,NA,NA,ALT,"c(-117.9258937, 33.87362567)",1930-10-01,1969-09-29,10
11089500,22527373,11089500,T11089500,22527373,22527373,FULLERTON C BL FULLERTON DAM NR BREA CA,33.89584765,-117.8861706,64,24,N,NA,NA,ALT,"c(-117.8861706, 33.89584765)",1941-10-01,2019-12-26,9
11090200,22525749,11090200,T11090200,22525749,22525749,FULLERTON C A RICHMAN AVE AT FULLERTON CA,33.86251474,-117.9328381,21,15,N,NA,NA,ALT,"c(-117.9328381, 33.86251474)",1959-10-01,1981-09-29,9
11092450,22515812,11092450,T11092450,22515812,22515812,LOS ANGELES R A SEPULVEDA DAM CA,34.16167247,-118.466749,41,24,N,NA,NA,ALT,"c(-118.466749, 34.16167247)",1931-10-01,2019-12-26,9
11093000,22514292,11093000,T11093000,22514292,22514292,PACOIMA C NR SAN FERNANDO CA,34.33527727,-118.398137,28,23,N,NA,NA,ALT,"c(-118.398137, 34.33527727)",1916-12-01,1979-09-29,2
11097000,22515762,11097000,T11097000,22515762,22515762,BIG TUJUNGA C BL HANSEN DAM CA,34.25361395,-118.38897,63,24,N,NA,NA,ALT,"c(-118.38897, 34.25361395)",1932-05-01,2019-12-26,3
11097500,22515824,11097500,T11097500,22515824,22515824,LOS ANGELES R A LOS ANGELES CA,34.08112164,-118.2275735,29,24,N,NA,NA,ALT,"c(-118.2275735, 34.08112164)",1929-10-01,1979-09-29,3
11098500,22518268,11098500,T11098500,22518268,22518268,LOS ANGELES R NR DOWNEY CA,33.94945899,-118.1739592,28,24,N,NA,NA,ALT,"c(-118.1739592, 33.94945899)",1928-03-01,1978-09-29,3
11101250,22515826,11101250,T11101250,22515826,22515826,RIO HONDO AB WHITTIER NARROWS DAM CA,34.05834368,-118.0717348,57,18,N,NA,NA,ALT,"c(-118.0717348, 34.05834368)",1956-03-01,2019-12-26,3
11101500,22515018,11101500,T11101500,22515018,22515018,RIO HONDO NR MONTEBELLO CA,34.03334468,-118.0736792,28,24,N,NA,NA,ALT,"c(-118.0736792, 34.03334468)",1928-10-01,1978-09-29,9
11102000,22515020,11102000,T11102000,22515020,22515020,MISSION C NR MONTEBELLO CA,34.02917814,-118.0695124,27,24,N,NA,NA,ALT,"c(-118.0695124, 34.02917814)",1929-10-01,1977-09-29,9
11102300,22515830,11102300,T11102300,22515830,22515830,RIO HONDO BL WHITTIER NARROWS DAM CA,34.01667881,-118.0884018,46,8,N,NA,NA,ALT,"c(-118.0884018, 34.01667881)",1966-10-01,2019-12-26,3
11102500,22518270,11102500,T11102500,22518270,22518270,RIO HONDO NR DOWNEY CA,33.94668115,-118.1628477,29,24,N,NA,NA,ALT,"c(-118.1628477, 33.94668115)",1928-03-01,1979-09-29,3
11103000,22518274,11103000,T11103000,22518274,22518274,LOS ANGELES R A LONG BEACH CA,33.81723937,-118.2064584,37,24,N,NA,NA,ALT,"c(-118.2064584, 33.81723937)",1928-12-26,1992-09-29,3
11103500,20366291,11103500,T11103500,20366291,20366291,BALLONA C NR CULVER CITY CA,33.99834531,-118.4022996,28,24,N,NA,NA,ALT,"c(-118.4022996, 33.99834531)",1928-03-01,1978-09-29,9
11104000,20365153,11104000,T11104000,20365153,20365153,TOPANGA C NR TOPANGA BCH CA,34.06445228,-118.587028,29,24,N,NA,NA,ALT,"c(-118.587028, 34.06445228)",1930-01-01,1979-09-29,3
11105500,20365093,11105500,T11105500,20365093,20365093,MALIBU C AT CRATER CAMP NR CALABASAS CA,34.07778456,-118.7017534,29,24,N,NA,NA,ALT,"c(-118.7017534, 34.07778456)",1931-02-01,1979-09-29,3
11105850,17563896,11105850,T11105850,17563896,17563896,ARROYO SIMI NR SIMI CA,34.2730584,-118.7878711,31,22,N,NA,NA,ALT,"c(-118.7878711, 34.2730584)",1933-10-01,1983-09-29,10
11106550,17562626,11106550,T11106550,17562626,17562626,CALLEGUAS C NR CAMARILLO CA,34.17944989,-119.0398242,32,6,N,NA,NA,ALT,"c(-119.0398242, 34.17944989)",1968-10-01,2016-10-30,8
11108500,17574705,11108500,T11108500,17574705,17574705,SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA,34.39971939,-118.7048127,44,22,N,NA,NA,ALT,"c(-118.7048127, 34.39971939)",1952-10-01,1996-10-21,4
11109000,17575785,11109000,T11109000,17575785,17575785,SANTA CLARA R NR PIRU CA,34.40360813,-118.739258,17,0,N,NA,NA,ALT,"c(-118.739258, 34.40360813)",1927-10-01,2019-12-26,7
11109525,24858039,11109525,T11109525,24858039,24858039,PIRU C BL PYRAMID LK NR GORMAN CA,34.64165299,-118.7645362,24,0,N,NA,NA,ALT,"c(-118.7645362, 34.64165299)",1988-10-01,2018-09-30,2
11109600,17572335,11109600,T11109600,17572335,17572335,PIRU CREEK ABOVE LAKE PIRU CA,34.52304728,-118.7570362,58,19,N,NA,NA,ALT,"c(-118.7570362, 34.52304728)",1955-10-01,2019-12-26,5
11113500,17573647,11113500,T11113500,17573647,17573647,SANTA PAULA CREEK NEAR SANTA PAULA,34.4133295,-119.0823272,62,24,N,NA,NA,ALT,"c(-119.0823272, 34.4133295)",1927-10-01,2019-12-26,6
11116550,17586538,11116550,T11116550,17586538,17586538,VENTURA R NR MEINERS OAKS CA,34.46499299,-119.2898357,23,15,N,NA,NA,ALT,"c(-119.2898357, 34.46499299)",1959-06-01,1988-09-29,6
11119500,17596159,11119500,T11119500,17596159,17596159,CARPINTERIA C NR CARPINTERIA CA,34.4013836,-119.4865103,63,24,N,NA,NA,ALT,"c(-119.4865103, 34.4013836)",1941-01-01,2019-12-26,7
11119745,17595453,11119745,T11119745,17595453,17595453,MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA,34.44055266,-119.7118027,19,0,N,NA,NA,ALT,"c(-119.7118027, 34.44055266)",1983-10-28,2019-12-26,10
11119750,17595453,11119750,T11119750,17595453,17595453,MISSION C NR MISSION ST NR SANTA BARBARA CA,34.42638889,-119.7222222,41,4,N,NA,NA,ALT,"c(-119.7222222, 34.42638889)",1970-10-01,2019-12-26,10
11119780,17596153,11119780,T11119780,17596153,17596153,ARROYO BURRO A SANTA BARBARA CA,34.43694215,-119.7465269,23,4,N,NA,NA,ALT,"c(-119.7465269, 34.43694215)",1970-10-01,1993-09-30,10
11119940,17596111,11119940,T11119940,17596111,17596111,MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA,34.4449965,-119.80375,43,4,N,NA,NA,ALT,"c(-119.80375, 34.4449965)",1970-10-01,2019-12-26,10
11120000,17595429,11120000,T11120000,17595429,17595429,ATASCADERO C NR GOLETA CA,34.4247189,-119.8118051,64,24,N,NA,NA,ALT,"c(-119.8118051, 34.4247189)",1941-10-01,2019-12-26,10
11123000,17610919,11123000,T11123000,17610919,17610919,SANTA YNEZ R BL GIBRALTAR DAM NR SNTA BRB C CA,34.5244391,-119.6873579,63,24,N,NA,NA,ALT,"c(-119.6873579, 34.5244391)",1933-10-01,2019-12-26,5
11125600,17610419,11125600,T11125600,17610419,17610419,HILTON CYN C NR SANTA YNEZ CA,34.58221109,-119.9826419,5,0,N,NA,NA,ALT,"c(-119.9826419, 34.58221109)",2002-03-23,2016-12-01,6
11126500,17608997,11126500,T11126500,17608997,17608997,SANTA AGUEDA C NR SANTA YNEZ CA,34.59498792,-120.0295879,22,21,N,NA,NA,ALT,"c(-120.0295879, 34.59498792)",1940-10-01,1978-01-31,6
11128250,17607945,11128250,T11128250,17607945,17607945,ALAMO PINTADO C NR SOLVANG CA,34.61831975,-120.120703,37,4,N,NA,NA,ALT,"c(-120.120703, 34.61831975)",1970-10-01,2019-12-26,7
11133000,948060325,11133000,T11133000,17608975,948060325,SANTA YNEZ R A NARROWS NR LOMPOC CA,34.63609474,-120.424606,59,21,N,NA,NA,ALT,"c(-120.424606, 34.63609474)",1952-05-01,2019-12-26,7
11134000,17608959,11134000,T11134000,17608959,17608959,SANTA YNEZ R A H ST NR LOMPOC CA,34.66831622,-120.4579412,27,12,N,NA,NA,ALT,"c(-120.4579412, 34.66831622)",1946-10-01,2019-12-26,7
11134500,17608959,11134500,T11134500,17608959,17608959,SANTA YNEZ R A V STREET NR LOMPOC CA,34.66831613,-120.4757198,20,19,N,NA,NA,ALT,"c(-120.4757198, 34.66831613)",1954-10-01,1975-10-01,7
11135800,17620166,11135800,T11135800,17620166,17620166,SAN ANTONIO C A LOS ALAMOS CA,34.74331534,-120.2709888,30,4,N,NA,NA,ALT,"c(-120.2709888, 34.74331534)",1970-10-01,2019-12-26,7
11136100,17620568,11136100,T11136100,17620568,17620568,SAN ANTONIO C NR CASMALIA CA,34.78220307,-120.5307227,47,19,N,NA,NA,ALT,"c(-120.5307227, 34.78220307)",1955-10-01,2019-12-26,10
11137900,17632398,11137900,T11137900,17632398,17632398,HUASNA R NR ARROYO GRANDE CA,35.07775398,-120.3718267,37,15,N,NA,NA,ALT,"c(-120.3718267, 35.07775398)",1959-06-01,2019-12-26,4
11140000,17625349,11140000,T11140000,17625349,17625349,SISQUOC R NR GAREY,34.89386807,-120.3065463,63,24,N,NA,NA,ALT,"c(-120.3065463, 34.89386807)",1941-02-01,2019-12-26,8
11141050,17624441,11141050,T11141050,17624441,17624441,ORCUTT C NR ORCUTT CA,34.88359037,-120.4948883,29,0,N,NA,NA,ALT,"c(-120.4948883, 34.88359037)",1982-10-01,2019-12-26,7
11141500,8193677,11141500,T11141500,8193677,8193677,ARROYO GRANDE AT ARROYO GRANDE CA,35.12442032,-120.5690576,36,24,N,NA,NA,ALT,"c(-120.5690576, 35.12442032)",1939-10-01,1986-09-29,4
11143200,17600477,11143200,T11143200,17600477,17600477,CARMEL R A ROBLES DEL RIO CA,36.47440615,-121.7288364,56,17,N,NA,NA,ALT,"c(-121.7288364, 36.47440615)",1957-08-01,2019-12-26,6
11143250,17599295,11143250,T11143250,17599295,17599295,CARMEL R NR CARMEL CA,36.53912781,-121.8805085,52,12,N,NA,NA,ALT,"c(-121.8805085, 36.53912781)",1962-08-01,2019-12-26,6
11144000,8214349,11144000,T11144000,8214349,8214349,TORO C NR POZO CA,35.32386227,-120.4212715,20,11,N,NA,NA,ALT,"c(-120.4212715, 35.32386227)",1960-10-01,1983-09-29,4
11149900,8210533,11149900,T11149900,8210533,8210533,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,49,9,N,NA,NA,ALT,"c(-121.0882491, 35.89663404)",1965-10-01,2019-12-26,10
11150500,8211251,11150500,T11150500,8211251,8211251,SALINAS R NR BRADLEY CA,35.9302434,-120.8687915,64,24,N,NA,NA,ALT,"c(-120.8687915, 35.9302434)",1948-10-01,2019-12-26,4
11152000,8205291,11152000,T11152000,8205291,8205291,ARROYO SECO NR SOLEDAD CA,36.28052076,-121.3227063,64,24,N,NA,NA,ALT,"c(-121.3227063, 36.28052076)",1901-10-01,2019-12-26,7
11152050,8205489,11152050,T11152050,8205489,8205489,ARROYO SECO BL RELIZ C NR SOLEDAD CA,36.39968708,-121.3240962,19,0,N,NA,NA,ALT,"c(-121.3240962, 36.39968708)",1994-10-01,2019-12-26,7
11152540,8200677,11152540,T11152540,8200677,8200677,EL TORO C NR SPRECKELS CA,36.5832937,-121.7149471,40,13,N,NA,NA,ALT,"c(-121.7149471, 36.5832937)",1961-10-01,2001-09-29,4
11153500,17661097,11153500,T11153500,17661097,17661097,LLAGAS C NR MORGAN HILL CA,37.11439105,-121.6905028,20,20,N,NA,NA,ALT,"c(-121.6905028, 37.11439105)",1951-10-01,1971-11-01,2
11153650,948060250,11153650,T11153650,17662927,948060250,LLAGAS C NR GILROY,36.98744858,-121.5271622,5,0,N,NA,NA,ALT,"c(-121.5271622, 36.98744858)",2002-11-23,2019-12-26,8
11154200,17663007,11154200,T11154200,17663007,17663007,UVAS C NR GILROY CA,36.99217114,-121.5735532,33,15,N,NA,NA,ALT,"c(-121.5735532, 36.99217114)",1959-01-01,1992-09-30,8
11157500,17663805,11157500,T11157500,17663805,17663805,TRES PINOS C NR TRES PINOS CA,36.76579177,-121.2996532,50,24,N,NA,NA,ALT,"c(-121.2996532, 36.76579177)",1922-12-08,2019-12-26,6
11159200,17665491,11159200,T11159200,17665491,17665491,CORRALITOS C A FREEDOM CA,36.93939681,-121.7705065,58,18,N,NA,NA,ALT,"c(-121.7705065, 36.93939681)",1956-10-01,2019-12-26,7
11161000,17684066,11161000,T11161000,17684066,17684066,SAN LORENZO R A SANTA CRUZ CA,36.99078323,-122.0319076,34,8,N,NA,NA,ALT,"c(-122.0319076, 36.99078323)",1952-10-01,2019-12-26,10
11162620,17687547,11162620,T11162620,17687547,17687547,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,37.52466087,-122.3994177,17,0,N,NA,NA,ALT,"c(-122.3994177, 37.52466087)",1997-10-01,2019-12-26,2
11162630,17688275,11162630,T11162630,17688275,17688275,PILARCITOS C A HALF MOON BAY CA,37.46660747,-122.4341421,48,8,N,NA,NA,ALT,"c(-122.4341421, 37.46660747)",1966-07-01,2019-12-26,1
11162720,2804039,11162720,T11162720,2804039,2804039,COLMA C A SOUTH SAN FRANCISCO CA,37.65382296,-122.4263613,31,11,N,NA,NA,ALT,"c(-122.4263613, 37.65382296)",1963-10-01,1996-11-12,9
11164500,17693217,11164500,T11164500,17693217,17693217,SAN FRANCISQUITO C A STANFORD UNIVERSITY CA,37.42327257,-122.1894096,64,24,N,NA,NA,ALT,"c(-122.1894096, 37.42327257)",1930-10-01,2019-12-26,3
11166000,17693219,11166000,T11166000,17693219,17693219,MATADERO C A PALO ALTO CA,37.42160621,-122.1355193,60,22,N,NA,NA,ALT,"c(-122.1355193, 37.42160621)",1952-10-01,2017-11-06,9
11169000,17694137,11169000,T11169000,17694137,17694137,GUADALUPE R A SAN JOSE CA,37.33438593,-121.8994,52,24,N,NA,NA,ALT,"c(-121.8994, 37.33438593)",1929-10-01,2003-04-30,3
11169025,17694137,11169025,T11169025,17694137,17694137,GUADALUPE R ABV HWY 101 A SAN JOSE CA,37.3738296,-121.9330129,11,0,N,NA,NA,ALT,"c(-121.9330129, 37.3738296)",2002-05-23,2019-12-26,3
11169500,17693069,11169500,T11169500,17693069,17693069,SARATOGA C A SARATOGA CA,37.25438808,-122.0394041,62,24,N,NA,NA,ALT,"c(-122.0394041, 37.25438808)",1933-10-01,2019-12-26,3
11172175,17695611,11172175,T11172175,17695611,17695611,COYOTE C AB HWY 237 A MILPITAS CA,37.4221617,-121.9274577,15,0,N,NA,NA,ALT,"c(-121.9274577, 37.4221617)",1999-01-01,2019-12-26,3
11176900,2806611,11176900,T11176900,2806611,2806611,ARROYO DE LA LAGUNA A VERONA CA,37.62659915,-121.8830126,41,5,N,NA,NA,ALT,"c(-121.8830126, 37.62659915)",1912-04-01,2019-12-26,10
11181008,2803985,11181008,T11181008,2803985,2803985,CASTRO VALLEY C A HAYWARD CA,37.67993113,-122.0805186,39,3,N,NA,NA,ALT,"c(-122.0805186, 37.67993113)",1971-10-01,2019-12-26,9
11181040,2804929,11181040,T11181040,2804929,2804929,SAN LORENZO C A SAN LORENZO CA,37.68409772,-122.1399649,37,7,N,NA,NA,ALT,"c(-122.1399649, 37.68409772)",1967-10-01,2019-12-26,10
11183600,2789571,11183600,T11183600,2789571,2789571,WALNUT C A CONCORD CA,37.94520083,-122.0496848,24,6,N,NA,NA,ALT,"c(-122.0496848, 37.94520083)",1968-10-01,1992-09-30,10
11187000,14972877,11187000,T11187000,14972877,14972877,KERN R A KERNVILLE CA,35.75439543,-118.4234182,40,21,N,NA,NA,ALT,"c(-118.4234182, 35.75439543)",1905-01-01,1993-10-13,2
11189500,14961121,11189500,T11189500,14961121,14961121,SF KERN R NR ONYX CA,35.7374516,-118.173689,60,24,N,NA,NA,ALT,"c(-118.173689, 35.7374516)",1911-09-12,2019-12-26,2
11191000,14940676,11191000,T11191000,14940676,14940676,KERN R BL ISABELLA DAM CA,35.63911932,-118.4848082,40,24,N,NA,NA,ALT,"c(-118.4848082, 35.63911932)",1945-10-01,1993-04-30,2
11192500,14940950,11192500,T11192500,14940950,14940950,KERN R NR DEMOCRAT SPRINGS(RIVER ONLY) CA,35.52078857,-118.6770332,56,18,N,NA,NA,ALT,"c(-118.6770332, 35.52078857)",1950-07-26,2018-09-30,2
11194000,17173688,11194000,T11194000,17173688,17173688,KERN R NR BAKERSFIELD CA,35.43162386,-118.9462092,26,24,N,NA,NA,ALT,"c(-118.9462092, 35.43162386)",1893-10-01,1976-09-29,2
11196420,14945628,11196420,T11196420,14945628,14945628,TEHACHAPI C NR TEHACHAPI CA,35.17385268,-118.4795308,23,12,N,NA,NA,ALT,"c(-118.4795308, 35.17385268)",1962-10-01,1985-09-29,3
11200800,14934716,11200800,T11200800,14934716,14934716,DEER C NR FOUNTAIN SPRINGS CA,35.94161745,-118.8228702,45,6,N,NA,NA,ALT,"c(-118.8228702, 35.94161745)",1968-09-01,2019-12-26,5
11202000,14930339,11202000,T11202000,14930339,14930339,NF OF MF TULE R NR SPRINGVILLE(RIVER ONLY CA,36.17466878,-118.6956469,58,18,N,NA,NA,ALT,"c(-118.6956469, 36.17466878)",1939-12-01,2018-09-30,5
11202710,14930363,11202710,T11202710,14930363,14930363,MF TULE R BL INTAKE AB SPRINGVILLE CA,36.1613358,-118.7095358,24,0,N,NA,NA,ALT,"c(-118.7095358, 36.1613358)",1988-10-01,2018-09-30,5
11203220,14930547,11203220,T11203220,14930547,14930547,TULE R A HWY 190 NR SPRINGVILLE CA,36.10050536,-118.8695401,22,6,N,NA,NA,ALT,"c(-118.8695401, 36.10050536)",1968-03-21,1991-09-30,6
11204500,14930723,11204500,T11204500,14930723,14930723,SF TULE R NR SUCCESS CA,36.04245027,-118.8575946,38,22,N,NA,NA,ALT,"c(-118.8575946, 36.04245027)",1930-07-01,1990-09-30,5
11204900,17159708,11204900,T11204900,17159708,17159708,TULE R BL SUCCESS DAM CA,36.05633997,-118.9237086,30,14,N,NA,NA,ALT,"c(-118.9237086, 36.05633997)",1960-10-01,1990-09-30,6
11206500,948030127,11206500,T11206500,14924435,948030127,MF KAWEAH R NR POTWISHA CAMP(RIVER ONLY) CA,36.51300095,-118.7917648,51,22,N,NA,NA,ALT,"c(-118.7917648, 36.51300095)",1949-07-12,2018-09-30,5
11208600,14922147,11208600,T11208600,14922147,14922147,KAWEAH R BL CONDUIT NO. 2 NR HAMMOND CA,36.48439065,-118.8359322,21,0,N,NA,NA,ALT,"c(-118.8359322, 36.48439065)",1993-10-01,2018-09-30,5
11208730,14922311,11208730,T11208730,14922311,14922311,EF KAWEAH R NR THREE RIVERS CA,36.4516124,-118.789264,45,20,N,NA,NA,ALT,"c(-118.789264, 36.4516124)",1952-06-01,2018-09-30,5
11210100,14922415,11210100,T11210100,14922415,14922415,SF KAWEAH R A THREE RIVERS CA,36.41661442,-118.9142668,32,16,N,NA,NA,ALT,"c(-118.9142668, 36.41661442)",1958-10-01,1990-09-30,6
11210950,17192788,11210950,T11210950,17192788,17192788,KAWEAH R BL TERMINUS DAM CA,36.41411572,-119.0126029,29,13,N,NA,NA,ALT,"c(-119.0126029, 36.41411572)",1961-10-01,1990-09-30,5
11211300,17152974,11211300,T11211300,17152974,17152974,DRY C NR LEMONCOVE CA,36.44744896,-119.0281594,35,15,N,NA,NA,ALT,"c(-119.0281594, 36.44744896)",1959-10-01,1994-09-30,6
11214600,22048993,11214600,T11214600,22048993,22048993,HELMS C BL COURTRIGHT DAM CA,37.07633329,-118.9687234,54,16,N,NA,NA,ALT,"c(-118.9687234, 37.07633329)",1958-10-01,2018-09-30,5
11215000,22057895,11215000,T11215000,22057895,22057895,NF KINGS R NR CLIFF CAMP CA,36.99383417,-118.9812225,42,24,N,NA,NA,ALT,"c(-118.9812225, 36.99383417)",1921-10-01,2018-09-30,5
11216500,22050465,11216500,T11216500,22050465,22050465,NF KINGS R AB DINKEY C A BALCH CAMP CA,36.90328046,-119.1215046,53,14,N,NA,NA,ALT,"c(-119.1215046, 36.90328046)",1919-10-01,2018-09-30,6
11218400,22057161,11218400,T11218400,22057161,22057161,NF KINGS R BL DINKEY C NR BALCH CAMP CA,36.87966948,-119.1287268,53,14,N,NA,NA,ALT,"c(-119.1287268, 36.87966948)",1960-04-01,2018-09-30,6
11221500,17149772,11221500,T11221500,17149772,17149772,KINGS R BL PINE FLAT DAM CA,36.83050452,-119.3362347,36,20,N,NA,NA,ALT,"c(-119.3362347, 36.83050452)",1954-01-01,1990-10-04,6
11230000,948040332,11230000,T11230000,17118527,948040332,SF SAN JOAQUIN R NR FLORENCE LK CA,37.27327601,-118.9659491,30,24,N,NA,NA,ALT,"c(-118.9659491, 37.27327601)",1921-10-01,1980-09-29,5
11231500,17119099,11231500,T11231500,17119099,17119099,MONO C BL LK THOMAS A EDISON CA,37.361331,-118.992063,63,24,N,NA,NA,ALT,"c(-118.992063, 37.361331)",1921-10-01,2018-09-30,5
11234760,17115185,11234760,T11234760,17115185,17115185,SAN JOAQUIN R AB SHAKEFLAT C NR BIG CREEK CA,37.3166111,-119.3295725,54,15,N,NA,NA,ALT,"c(-119.3295725, 37.3166111)",1959-10-01,2018-09-30,6
11237000,948040323,11237000,T11237000,17115457,948040323,BIG C BL HUNTINGTON LK CA,37.2213341,-119.2126217,47,20,N,NA,NA,ALT,"c(-119.2126217, 37.2213341)",1925-06-09,2018-09-30,6
11237700,17116209,11237700,T11237700,17116209,17116209,PITMAN C NR TAMARACK MOUNTAIN CA,37.19911215,-119.2151217,24,0,N,NA,NA,ALT,"c(-119.2151217, 37.19911215)",1986-10-01,2018-09-30,6
11238500,17116205,11238500,T11238500,17116205,17116205,BIG C NR MOUTH NR BIG CREEK CA,37.20772385,-119.3212376,27,0,N,NA,NA,ALT,"c(-119.3212376, 37.20772385)",1923-05-10,2018-09-30,6
11238600,17116559,11238600,T11238600,17116559,17116559,SAN JOAQUIN R AB STEVENSON C NR BIG CREEK CA,37.2077239,-119.329849,34,1,N,NA,NA,ALT,"c(-119.329849, 37.2077239)",1973-10-01,2018-09-30,6
11239300,17116249,11239300,T11239300,17116249,17116249,NF STEVENSON C A PERIMETER RD NR BIG C CA,37.13689087,-119.2545673,24,0,N,NA,NA,ALT,"c(-119.2545673, 37.13689087)",1989-01-25,2018-09-30,6
11241500,17115711,11241500,T11241500,17115711,17115711,STEVENSON C A SHAVER LK CA,37.14466898,-119.3084588,27,0,N,NA,NA,ALT,"c(-119.3084588, 37.14466898)",1916-10-01,2018-09-30,5
11242000,17115703,11242000,T11242000,17115703,17115703,SAN JOAQUIN R AB WILLOW C NR AUBERRY CA,37.14439236,-119.454577,62,23,N,NA,NA,ALT,"c(-119.454577, 37.14439236)",1951-03-07,2018-09-30,6
11242400,17115031,11242400,T11242400,17115031,17115031,NF WILLOW C NR SUGAR PINE CA,37.3977195,-119.5662563,43,9,N,NA,NA,ALT,"c(-119.5662563, 37.3977195)",1965-09-01,2009-10-12,5
11244000,17115319,11244000,T11244000,17115319,17115319,NF WILLOW C NR BASS LAKE CA,37.28883445,-119.530139,64,24,N,NA,NA,ALT,"c(-119.530139, 37.28883445)",1940-10-01,2018-09-30,5
11246500,17116241,11246500,T11246500,17116241,17116241,WILLOW C A MOUTH NR AUBERRY CA,37.1507812,-119.4604107,61,22,N,NA,NA,ALT,"c(-119.4604107, 37.1507812)",1952-01-01,2018-09-30,6
11246700,17115743,11246700,T11246700,17115743,17115743,SAN JOAQUIN R NR AUBERRY CA,37.1321706,-119.5315256,27,0,N,NA,NA,ALT,"c(-119.5315256, 37.1321706)",1986-10-01,2018-09-30,6
11251000,19791955,11251000,T11251000,19791955,19791955,SAN JOAQUIN R BL FRIANT CA,36.98439397,-119.7243124,63,24,N,NA,NA,ALT,"c(-119.7243124, 36.98439397)",1907-10-01,2019-12-26,6
11258900,17099715,11258900,T11258900,17099715,17099715,WF CHOWCHILLA R NR MARIPOSA CA,37.42049563,-119.8746104,23,17,N,NA,NA,ALT,"c(-119.8746104, 37.42049563)",1957-10-01,1980-09-29,1
11261500,19771455,11261500,T11261500,19771455,19771455,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,37.3099386,-120.9310369,36,20,N,NA,NA,ALT,"c(-120.9310369, 37.3099386)",1937-04-01,2019-12-26,10
11272500,2833552,11272500,T11272500,2833552,2833552,MERCED R NR STEVINSON CA,37.37077046,-120.9304826,53,24,N,NA,NA,ALT,"c(-120.9304826, 37.37077046)",1940-10-01,2010-09-29,8
