"objectid","sampleid","stationcode","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
7856,"515YRMxxx_10031997_BMI_CSBP_Trans_1","515YRMxxx","1997-10-03 00:00:00",10,3,1997,"BMI_CSBP_Trans",1,"SWAMP",558,20,20,0.53763441,4.16666667,9.7486476,6,0.61546999,0.02,0.7387874,0.07,0.67712869,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{25E82939-D531-4278-9ABF-509DE8BEB812}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2341,"603PS0045_08292011_BMI_RWB_2","603PS0045","2011-08-29 00:00:00",8,29,2011,"BMI_RWB",2,"",575,20,20,10.08695652,13.04347826,12.57869599,11.7,0.93014411,0.36,0.9790238,0.45,0.95458396,0.39,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{76DB0BC8-AD34-4C0C-8574-27B7AABB2B44}",NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"906CCECRx_06162005_BMI_CSBP_Comp_2","906CCECRx","2005-06-16 00:00:00",6,16,2005,"BMI_CSBP_Comp",2,"",515,20,20,1.55339806,6.25,7.02023129,4,0.5697818,0.01,0.56037367,0.01,0.56507773,0,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{CD4A610C-AC12-4F13-8C9A-725AFAF9EEA5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,"519PGCASB_10252005_BMI_RWB_1","519PGCASB","2005-10-25 00:00:00",10,25,2005,"BMI_RWB",1,"",518,20,20,13.70656371,16.66666667,10.18875891,3,0.29444214,0,0.17823857,0,0.23634036,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{D55BD50E-66B9-4E5E-917E-5DFC6C2F0113}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"520BKSMDR_10062004_BMI_RWB_1","520BKSMDR","2004-10-06 00:00:00",10,6,2004,"BMI_RWB",1,"",156,1,1,0,0,9.73490371,4,0.41089261,0,0.47322302,0,0.44205781,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-02-05 00:00:00","false","{694AE933-15D4-4B45-A7BF-92A354FEB567}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,"505PS1180_08212013_BMI_RWB_1","505PS1180","2013-08-21 00:00:00",8,21,2013,"BMI_RWB",1,"",589,20,20,9.67741935,5.71428571,13.20122603,13.3,1.00748218,0.52,0.98701783,0.47,0.99725001,0.49,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{DA710473-DDFB-4D8B-BE42-CC3C8F9F83FE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6178,"631POR001_08091999_BMI_SNARL_1","631POR001","1999-08-09 00:00:00",8,9,1999,"BMI_SNARL",1,"SWAMP",1738,20,20,0,0,9.75461161,4.9,0.50232651,0,1.01007184,0.52,0.75619918,0.06,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{DC198ADE-401F-4F11-9DA9-8066BC14C970}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,"911NCPCR2_04282009_BMI_RWB_1","911NCPCR2","2009-04-28 00:00:00",4,28,2009,"BMI_RWB",1,"",592,20,20,0,0,7.01523923,8,1.14037451,0.77,0.881913,0.25,1.01114376,0.53,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{128374FA-ADA0-4659-8947-7AACDED99094}",NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"203STW030_04132005_BMI_CSBP_Comp_1","203STW030","2005-04-13 00:00:00",4,13,2005,"BMI_CSBP_Comp",1,"",500,1,1,40.2,5.88235294,12.64699088,7,0.55349135,0.01,0.37224503,0,0.46286819,0,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-04-11 00:00:00","false","{61467FDA-71B7-4070-9B27-BF53C3E12B9D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10104,"801RB8254_06162009_BMI_RWB_1","801RB8254","2009-06-16 00:00:00",6,16,2009,"BMI_RWB",1,"SWAMP",594,20,20,3.7037037,11.5942029,6.38891965,8,1.25216789,0.91,1.1732795,0.83,1.21272369,0.91,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{CA07C923-BE9B-4D55-AC78-807B5B759046}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10358,"412CE0232_06212016_BMI_RWB_1","412CE0232","2016-06-21 00:00:00",NA,NA,NA,"BMI_RWB",1,"",598,20,20,0.16722408,5.26315789,7.70271447,5.8,0.75298131,0.1,0.52954714,0,0.64126422,0.01,"2018-01-10 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{1D8BB162-C691-4C28-925C-443AD64AAB8C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9102,"201LAG130_04162001_BMI_CSBP_Trans_1","201LAG130","2001-04-16 00:00:00",4,16,2001,"BMI_CSBP_Trans",1,"SWAMP",937,20,20,1.28068303,13.95348837,12.78990939,11.8,0.92260231,0.34,0.96467944,0.42,0.94364088,0.36,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{233633CA-D499-4258-B7E6-7AF6536E9FB1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,"514PS0131_07282014_BMI_RWB_1","514PS0131","2014-07-28 00:00:00",7,28,2014,"BMI_RWB",1,"",549,20,20,20.58287796,13.63636364,14.49911937,14,0.96557588,0.43,1.00171158,0.5,0.98364373,0.46,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{45795F44-3C84-41C8-BD5E-8F29001B128C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6551,"603DDM002_08252005_BMI_RWB_1","603DDM002","2005-08-25 00:00:00",8,25,2005,"BMI_RWB",1,"SWAMP",700,20,20,1,1.61290323,10.27223927,13.3,1.29475177,0.94,1.1256516,0.76,1.21020169,0.91,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{EB19086A-FF71-427E-A362-8FA690DD78C2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,"511WLSR27_10212004_BMI_RWB_1","511WLSR27","2004-10-21 00:00:00",10,21,2004,"BMI_RWB",1,"",478,1,20,0.20920502,2.94117647,9.71376867,6.85,0.70518459,0.06,0.30405214,0,0.50461836,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-02-05 00:00:00","false","{3CA913A5-573C-46A0-9971-349467184FAF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5368,"904CBSAM5_09021998_BMI_CSBP_Trans_1","904CBSAM5","1998-09-02 00:00:00",9,2,1998,"BMI_CSBP_Trans",1,"SWAMP",852,20,20,2.94117647,12.90322581,7.61555487,6.1,0.80099219,0.15,0.61749549,0.02,0.70924384,0.03,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{369FC053-B6DD-41A7-A05C-DF681FEB4A43}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2480,"634WRD001_09092013_BMI_RWB_1","634WRD001","2013-09-09 00:00:00",9,9,2013,"BMI_RWB",1,"",545,20,20,3.48623853,7.14285714,13.50119244,8.8,0.65179428,0.03,0.96594439,0.42,0.80886934,0.12,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{CB0EBE2A-E570-4A51-B86B-F7396FB8520D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9162,"201WLK170_04182001_BMI_CSBP_Trans_1","201WLK170","2001-04-18 00:00:00",4,18,2001,"BMI_CSBP_Trans",1,"SWAMP",864,20,20,0.81112399,2.3255814,11.11322482,12.45,1.12028688,0.74,1.01799694,0.54,1.06914191,0.67,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{BAB6530C-10EF-4ED3-BB8B-B1FB1A04EA43}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,"902SSMR05_05141999_BMI_CSBP_Trans_1","902SSMR05","1999-05-14 00:00:00",5,14,1999,"BMI_CSBP_Trans",1,"SWAMP",883,20,20,7.58776897,11.11111111,7.64188239,5.65,0.73934663,0.09,0.89154693,0.27,0.81544678,0.12,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{F64D8740-934E-43E4-B71C-3A9886CFF11B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9919,"SMC00574_06162008_BMI_RWB_MCM_1","SMC00574","2008-06-16 00:00:00",6,16,2008,"BMI_RWB_MCM",1,"SMC",500,1,20,1.4,14.28571429,7.80077722,1,0.12819235,0,0.26849962,0,0.19834599,0,"2016-09-07 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{2E146E20-BF15-45DD-B03F-82B65F1C2D62}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5992,"634TRT001_08232001_BMI_SNARL_1","634TRT001","2001-08-23 00:00:00",8,23,2001,"BMI_SNARL",1,"SWAMP",1847,20,20,0.05414185,1.31578947,13.75962215,14.8,1.07561093,0.65,0.93925447,0.37,1.0074327,0.52,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{2D1946D2-CD54-4086-807A-CEC92E7AEA0B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5440,"903SLSLR3_11141998_BMI_CSBP_Trans_1","903SLSLR3","1998-11-14 00:00:00",11,14,1998,"BMI_CSBP_Trans",1,"SWAMP",1007,20,20,1.48957299,10.71428571,6.38485915,5.65,0.88490597,0.27,0.86697708,0.23,0.87594153,0.22,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{27274B86-BD93-44B8-98A9-C69206E4B33B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9940,"310CVC_04251997_BMI_CSBP_Trans_1","310CVC","1997-04-25 00:00:00",4,25,1997,"BMI_CSBP_Trans",1,"SWAMP",852,20,20,1.05633803,8.57142857,10.51926812,9.25,0.87933874,0.26,0.67403971,0.03,0.77668923,0.08,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{D56CBB04-87A7-4046-8747-9C0F19BBCBB3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9265,"114GCR2xx_05071997_BMI_CSBP_Trans_1","114GCR2xx","1997-05-07 00:00:00",5,7,1997,"BMI_CSBP_Trans",1,"SWAMP",767,20,20,3.7809648,12.30769231,12.78749962,10.75,0.84066474,0.2,1.26282231,0.93,1.05174353,0.63,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{EACA2886-7ECD-4446-BA5D-CDBA96F4ADED}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4941,"403M05771_04302015_BMI_RWB_1","403M05771","2015-04-30 00:00:00",4,30,2015,"BMI_RWB",1,"SMC",600,20,20,0.33333333,5.26315789,7.73772982,8.1,1.04681867,0.6,0.78020594,0.11,0.9135123,0.29,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{DDD9F7B7-785F-409E-8110-01FFD2773994}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4931,"402M00002_08132015_BMI_RWB_MCM_1","402M00002","2015-08-13 00:00:00",8,13,2015,"BMI_RWB_MCM",1,"SMC",281,1,1,1.06761566,5.88235294,7.72095355,6,0.77710609,0.12,0.68153253,0.04,0.72931931,0.05,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{8D18979D-6317-4759-84AC-E40E61E95FE2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"403WE0540_06212000_BMI_RWB_1","403WE0540","2000-06-21 00:00:00",6,21,2000,"BMI_RWB",1,"",483,1,20,0.41407867,4.34782609,8.05592413,7,0.86892576,0.25,0.94273226,0.37,0.90582901,0.28,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{6FBC3163-C4B1-4376-B5FC-214B9EC2864A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"105PS0067_08242009_BMI_RWB_1","105PS0067","2009-08-24 00:00:00",8,24,2009,"BMI_RWB",1,"",622,20,20,7.39549839,5.88235294,16.68641918,20.95,1.25551203,0.91,1.00196152,0.5,1.12873677,0.79,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{65AFF75B-E617-4486-B340-2DE272DE249D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"106WER016_09162003_BMI_RWB_1","106WER016","2003-09-16 00:00:00",9,16,2003,"BMI_RWB",1,"",499,1,20,0.80160321,4.91803279,20.60470839,24.2,1.17448884,0.82,1.05669219,0.62,1.11559051,0.76,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{1684E7A9-E40D-4708-8F66-DCA58FF274C8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4480,"SMC02436_05282009_BMI_RWB_1","SMC02436","2009-05-28 00:00:00",5,28,2009,"BMI_RWB",1,"SMC",604,20,20,0.66225166,4,7.80114921,6,0.76911745,0.11,0.47757842,0,0.62334793,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{55C56C50-9B80-4210-818C-38CF598AC331}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8637,"305CAW057_06242003_BMI_CSBP_Trans_1","305CAW057","2003-06-24 00:00:00",6,24,2003,"BMI_CSBP_Trans",1,"SWAMP",298,1,1,1.00671141,10,9.1347983,4,0.43788597,0,0.15064548,0,0.29426572,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{6DBBF6E7-E3F6-4131-B59E-7CF0143FA248}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,"504WE0527_08202001_BMI_RWB_1","504WE0527","2001-08-20 00:00:00",8,20,2001,"BMI_RWB",1,"",490,1,20,1.2244898,6.66666667,12.17628286,12.65,1.03890491,0.58,1.01271861,0.53,1.02581176,0.56,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{740BE8F7-0927-4A89-BD4B-67BB3660710C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8446,"403STC019_10312001_BMI_CSBP_Trans_1","403STC019","2001-10-31 00:00:00",10,31,2001,"BMI_CSBP_Trans",1,"SWAMP",659,20,20,1.66919575,10.25641026,7.7337001,9.15,1.18313354,0.83,0.68333851,0.04,0.93323603,0.34,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{8DC4A2BE-5677-4DAD-A4D6-77E8BEF06DD9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,"111WE0837_07092002_BMI_TRC_1","111WE0837","2002-07-09 00:00:00",7,9,2002,"BMI_TRC",1,"",488,1,20,1.02669405,6.25,17.41364426,13,0.74654103,0.09,0.92657198,0.34,0.83655651,0.15,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{B954060B-6DD2-4DBB-898E-B742589A9AF1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,"408BA0836_05072008_BMI_RWB_1","408BA0836","2008-05-07 00:00:00",5,7,2008,"BMI_RWB",1,"",576,20,20,0.34722222,2.63157895,7.71204349,6.4,0.82987084,0.19,0.66070586,0.03,0.74528835,0.06,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{D5E71425-EF54-4A19-935A-A1A2BA0A24D9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9159,"201WLK130_04182001_BMI_CSBP_Trans_1","201WLK130","2001-04-18 00:00:00",4,18,2001,"BMI_CSBP_Trans",1,"SWAMP",892,20,20,0.11286682,9.09090909,13.69676058,4.75,0.34679733,0,0.25223113,0,0.29951423,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{304CF059-3FF0-4668-BA3E-73BE289E7DE5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2104,"531PS0365_09162010_BMI_RWB_2","531PS0365","2010-09-16 00:00:00",9,16,2010,"BMI_RWB",2,"",575,20,20,3.47826087,5.26315789,9.66733669,5,0.51720553,0.01,0.41672679,0,0.46696616,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{2E07874B-E75E-4E4F-BC25-F53161FF47D7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3453,"412LAR019_04272005_BMI_TRC_1","412LAR019","2005-04-27 00:00:00",4,27,2005,"BMI_TRC",1,"",499,1,1,98.39679359,33.33333333,7.67714885,1,0.13025669,0,0.40234271,0,0.2662997,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{344DE4FC-A123-497A-BE24-2ED7D28611A2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,"402WER001_06042003_BMI_RWB_1","402WER001","2003-06-04 00:00:00",6,4,2003,"BMI_RWB",1,"",510,20,20,4.90196078,2.27272727,11.86499833,10.8,0.91024033,0.32,1.11563209,0.74,1.01293621,0.53,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{10981254-DDE3-45E7-A485-938088BF7933}",NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"113GAR062_06302009_BMI_RWB_1","113GAR062","2009-06-30 00:00:00",6,30,2009,"BMI_RWB",1,"",579,20,20,6.7357513,6.34920635,12.39516836,12.9,1.0407281,0.58,0.88869115,0.27,0.96470962,0.41,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-07-12 00:00:00","false","{5CD8F620-5140-4750-8E35-6BC988EF0AAF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10055,"801RB8293_05182010_BMI_RWB_1","801RB8293","2010-05-18 00:00:00",5,18,2010,"BMI_RWB",1,"SWAMP",586,20,20,0.34129693,6.4516129,7.84229049,7,0.89259637,0.29,0.45241865,0,0.67250751,0.02,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{D8F360C0-387F-410F-87F0-E7BA1199B484}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5674,"902MCGSxx_05231998_BMI_CSBP_Trans_1","902MCGSxx","1998-05-23 00:00:00",5,23,1998,"BMI_CSBP_Trans",1,"SWAMP",848,20,20,17.11924439,5.55555556,6.8668675,5.15,0.74997807,0.09,0.46232934,0,0.6061537,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{87ABD2F0-7CBE-4A0D-B9FB-441FD6683494}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,"631PS0011_07282009_BMI_RWB_1","631PS0011","2009-07-28 00:00:00",7,28,2009,"BMI_RWB",1,"",596,20,20,9.39597315,9.83606557,13.71957657,15.35,1.11883919,0.73,1.18809391,0.85,1.15346655,0.83,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{6CA66A9D-DB40-49FA-9541-370A0BA8138C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
852,"204CE0730_05302007_BMI_RWB_1","204CE0730","2007-05-30 00:00:00",5,30,2007,"BMI_RWB",1,"",569,20,20,0.17574692,3.125,12.42287157,6.85,0.5514023,0.01,0.30502626,0,0.42821428,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{C7D5618E-D078-4A6D-A518-B8D1E671B596}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,"636PS0006_07212008_BMI_RWB_1","636PS0006","2008-07-21 00:00:00",7,21,2008,"BMI_RWB",1,"",573,20,20,3.31588133,8.86075949,15.03995885,15.55,1.0339124,0.57,1.11790649,0.74,1.07590945,0.68,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{7FEDB0DA-F4FE-48EC-825B-06B7211722D5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6672,"601WRN001_07272006_BMI_RWB_3","601WRN001","2006-07-27 00:00:00",7,27,2006,"BMI_RWB",3,"SWAMP",644,20,20,0.1552795,1.85185185,13.53914428,14.25,1.05250374,0.61,1.20576799,0.87,1.12913587,0.79,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{33152641-9ED9-4331-91CA-69F19A9BBCCC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,"408BA0660_05062008_BMI_RWB_1","408BA0660","2008-05-06 00:00:00",5,6,2008,"BMI_RWB",1,"",554,20,20,0.18050542,4.54545455,7.80321905,5.95,0.76250583,0.11,0.46952548,0,0.61601566,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{E02C54E5-3068-43F4-9959-A2E8303B9A30}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"520PS0199_08232010_BMI_RWB_1","520PS0199","2010-08-23 00:00:00",8,23,2010,"BMI_RWB",1,"",569,20,20,2.98769772,10.81081081,10.98353438,10.5,0.95597643,0.41,0.88693372,0.26,0.92145508,0.31,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{1C9E7F8C-21F0-42C3-976E-A6C915FF73E4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6379,"603MAM003_09282006_BMI_RWB_1","603MAM003","2006-09-28 00:00:00",9,28,2006,"BMI_RWB",1,"SWAMP",989,20,20,0,0,13.28591583,15.5,1.16664897,0.81,1.1949372,0.86,1.18079309,0.87,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{E80B1EF8-AAC8-44EA-96AB-FECF051400FF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"905WE0679_06162005_BMI_CSBP_Comp_1","905WE0679","2005-06-16 00:00:00",6,16,2005,"BMI_CSBP_Comp",1,"",538,20,20,18.02973978,11.11111111,6.41151885,2,0.31193857,0,0.87760668,0.25,0.59477262,0.01,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-04-12 00:00:00","true","{D8816543-1646-46A8-AF25-2A59EFC6C274}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,"631PS0001_07312008_BMI_RWB_1","631PS0001","2008-07-31 00:00:00",7,31,2008,"BMI_RWB",1,"",100,1,1,3,3.84615385,13.05454003,12,0.91922044,0.34,0.83802588,0.18,0.87862316,0.22,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{DD8E0573-2116-48DC-BD55-95E8238A46CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"103WER029_07302003_BMI_RWB_1","103WER029","2003-07-30 00:00:00",7,30,2003,"BMI_RWB",1,"",489,1,20,1.02249489,1.58730159,24.02083891,24.55,1.02202925,0.55,1.09230417,0.7,1.05716671,0.64,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{9C69B339-7B6A-4CF1-8661-6A7B6CB6C765}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5613,"901ACPPDx_05252001_BMI_CSBP_Trans_1","901ACPPDx","2001-05-25 00:00:00",5,25,2001,"BMI_CSBP_Trans",1,"SWAMP",904,20,20,0.23337223,11.76470588,7.63448285,6.3,0.82520324,0.18,0.58397023,0.01,0.70458674,0.03,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{006A4970-300A-4FC4-AE71-1604F22BEB64}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,"408WE1039_05072002_BMI_RWB_1","408WE1039","2002-05-07 00:00:00",5,7,2002,"BMI_RWB",1,"",290,1,1,0,0,7.5151523,2,0.266129,0,0.24113287,0,0.25363094,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{A910A117-FA94-4A3B-805D-7098E6E09CCD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7257,"523WE0512_08292001_BMI_CSBP_Trans_1","523WE0512","2001-08-29 00:00:00",8,29,2001,"BMI_CSBP_Trans",1,"SWAMP",857,20,20,3.2672112,4,13.44046048,11.65,0.86678578,0.24,0.88631339,0.26,0.87654958,0.22,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{B6F82415-4BB2-488A-B149-588D56B526AF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,"505WE1100_07302002_BMI_RWB_1","505WE1100","2002-07-30 00:00:00",7,30,2002,"BMI_RWB",1,"",500,1,20,0.4,2.77777778,17.20351205,20.9,1.21486822,0.87,0.83842415,0.18,1.02664619,0.57,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{D407FA7F-6AD0-4658-AA5A-2F9EBDCFA5C2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,"519PS0002_07222009_BMI_RWB_1","519PS0002","2009-07-22 00:00:00",7,22,2009,"BMI_RWB",1,"",579,20,20,0.34602076,8.69565217,10.04677295,3,0.29860334,0,0.11305839,0,0.20583087,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{0ED78617-58EE-42A5-9A04-402643895370}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,"719NP7AZC_04092014_BMI_RWB_1","719NP7AZC","2014-04-09 00:00:00",4,9,2014,"BMI_RWB",1,"",391,1,1,5.62659847,12.82051282,6.78261705,7,1.03205001,0.57,0.84780805,0.2,0.93992903,0.35,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-06-02 00:00:00","false","{ECAD834C-9A01-409F-8EE3-AC5C241A5142}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,"904S02201_05192010_BMI_RWB_1","904S02201","2010-05-19 00:00:00",5,19,2010,"BMI_RWB",1,"",608,20,20,3.45394737,10.71428571,6.91712853,3,0.43370598,0,0.34194208,0,0.38782403,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{DFF866F3-D4A4-4C3F-8EC1-EC396D8CB202}",NA,NA,NA,NA,NA,NA,NA,NA,NA
